"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","CPHP0200","HICP: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2003","2003","PC","Percentage","0","Units",,,1.7,,
"USA","United States","CPHP0200","HICP: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2004","2004","PC","Percentage","0","Units",,,2.2,,
"USA","United States","CPHP0200","HICP: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,3.4,,
"USA","United States","CPHP0200","HICP: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,2.7,,
"USA","United States","CPHP0200","HICP: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,4.5,,
"USA","United States","CPHP0200","HICP: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.8,,
"USA","United States","CPHP0200","HICP: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,15.4,,
"USA","United States","CPHP0200","HICP: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,7,,
"USA","United States","CPHP0200","HICP: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.4,,
"USA","United States","CPHP0200","HICP: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,1.7,,
"USA","United States","CPHP0200","HICP: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,2,,
"USA","United States","CPHP0200","HICP: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,2,,
"USA","United States","CPHP0200","HICP: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.9,,
"USA","United States","CPHP0200","HICP: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.5,,
"USA","United States","CPHP0200","HICP: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,3.5,,
"USA","United States","CPHP0200","HICP: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.6,,
"USA","United States","CPHP0200","HICP: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.3,,
"USA","United States","CPHP0200","HICP: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,3.5,,
"USA","United States","CPHP0200","HICP: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,4.5,,
"USA","United States","PWCP0440","CPI weights: 04.4 - Water Supply and Miscellaneous Services relating to the dwelling","AL","Per thousand of the National CPI Total","A","Annual","1997","1997","_1000","Per thousand","0","Units",,,11.87715,,
"USA","United States","PWCP0440","CPI weights: 04.4 - Water Supply and Miscellaneous Services relating to the dwelling","AL","Per thousand of the National CPI Total","A","Annual","1998","1998","_1000","Per thousand","0","Units",,,11.97205,,
"USA","United States","PWCP0440","CPI weights: 04.4 - Water Supply and Miscellaneous Services relating to the dwelling","AL","Per thousand of the National CPI Total","A","Annual","1999","1999","_1000","Per thousand","0","Units",,,11.9024,,
"USA","United States","PWCP0440","CPI weights: 04.4 - Water Supply and Miscellaneous Services relating to the dwelling","AL","Per thousand of the National CPI Total","A","Annual","2000","2000","_1000","Per thousand","0","Units",,,12.00867,,
"USA","United States","PWCP0440","CPI weights: 04.4 - Water Supply and Miscellaneous Services relating to the dwelling","AL","Per thousand of the National CPI Total","A","Annual","2001","2001","_1000","Per thousand","0","Units",,,12.21051,,
"USA","United States","PWCP0440","CPI weights: 04.4 - Water Supply and Miscellaneous Services relating to the dwelling","AL","Per thousand of the National CPI Total","A","Annual","2002","2002","_1000","Per thousand","0","Units",,,11.19484,,
"USA","United States","PWCP0440","CPI weights: 04.4 - Water Supply and Miscellaneous Services relating to the dwelling","AL","Per thousand of the National CPI Total","A","Annual","2003","2003","_1000","Per thousand","0","Units",,,11.40816,,
"USA","United States","PWCP0440","CPI weights: 04.4 - Water Supply and Miscellaneous Services relating to the dwelling","AL","Per thousand of the National CPI Total","A","Annual","2004","2004","_1000","Per thousand","0","Units",,,11.66118,,
"USA","United States","PWCP0440","CPI weights: 04.4 - Water Supply and Miscellaneous Services relating to the dwelling","AL","Per thousand of the National CPI Total","A","Annual","2005","2005","_1000","Per thousand","0","Units",,,11.85,,
"USA","United States","PWCP0440","CPI weights: 04.4 - Water Supply and Miscellaneous Services relating to the dwelling","AL","Per thousand of the National CPI Total","A","Annual","2006","2006","_1000","Per thousand","0","Units",,,11.52773,,
"USA","United States","PWCP0440","CPI weights: 04.4 - Water Supply and Miscellaneous Services relating to the dwelling","AL","Per thousand of the National CPI Total","A","Annual","2007","2007","_1000","Per thousand","0","Units",,,11.5981,,
"USA","United States","PWCP0440","CPI weights: 04.4 - Water Supply and Miscellaneous Services relating to the dwelling","AL","Per thousand of the National CPI Total","A","Annual","2008","2008","_1000","Per thousand","0","Units",,,12.4644,,
"USA","United States","PWCP0440","CPI weights: 04.4 - Water Supply and Miscellaneous Services relating to the dwelling","AL","Per thousand of the National CPI Total","A","Annual","2009","2009","_1000","Per thousand","0","Units",,,13.16776,,
"USA","United States","PWCP0440","CPI weights: 04.4 - Water Supply and Miscellaneous Services relating to the dwelling","AL","Per thousand of the National CPI Total","A","Annual","2010","2010","_1000","Per thousand","0","Units",,,13.55,,
"USA","United States","PWCP0440","CPI weights: 04.4 - Water Supply and Miscellaneous Services relating to the dwelling","AL","Per thousand of the National CPI Total","A","Annual","2011","2011","_1000","Per thousand","0","Units",,,13.7,,
"USA","United States","PWCP0440","CPI weights: 04.4 - Water Supply and Miscellaneous Services relating to the dwelling","AL","Per thousand of the National CPI Total","A","Annual","2012","2012","_1000","Per thousand","0","Units",,,13.93855,,
"USA","United States","PWCP0440","CPI weights: 04.4 - Water Supply and Miscellaneous Services relating to the dwelling","AL","Per thousand of the National CPI Total","A","Annual","2013","2013","_1000","Per thousand","0","Units",,,14.63,,
"USA","United States","PWCP0440","CPI weights: 04.4 - Water Supply and Miscellaneous Services relating to the dwelling","AL","Per thousand of the National CPI Total","A","Annual","2014","2014","_1000","Per thousand","0","Units",,,12,,
"USA","United States","PWCP0440","CPI weights: 04.4 - Water Supply and Miscellaneous Services relating to the dwelling","AL","Per thousand of the National CPI Total","A","Annual","2015","2015","_1000","Per thousand","0","Units",,,12.51,,
"USA","United States","PWCP0440","CPI weights: 04.4 - Water Supply and Miscellaneous Services relating to the dwelling","AL","Per thousand of the National CPI Total","A","Annual","2016","2016","_1000","Per thousand","0","Units",,,11.74,,
"USA","United States","PWCP0440","CPI weights: 04.4 - Water Supply and Miscellaneous Services relating to the dwelling","AL","Per thousand of the National CPI Total","A","Annual","2017","2017","_1000","Per thousand","0","Units",,,11.87,,
"USA","United States","PWCP0440","CPI weights: 04.4 - Water Supply and Miscellaneous Services relating to the dwelling","AL","Per thousand of the National CPI Total","A","Annual","2018","2018","_1000","Per thousand","0","Units",,,11.01,,
"USA","United States","PWCP0440","CPI weights: 04.4 - Water Supply and Miscellaneous Services relating to the dwelling","AL","Per thousand of the National CPI Total","A","Annual","2019","2019","_1000","Per thousand","0","Units",,,11.16,,
"USA","United States","PWCP0440","CPI weights: 04.4 - Water Supply and Miscellaneous Services relating to the dwelling","AL","Per thousand of the National CPI Total","A","Annual","2020","2020","_1000","Per thousand","0","Units",,,11.21083,,
"USA","United States","PWCP0440","CPI weights: 04.4 - Water Supply and Miscellaneous Services relating to the dwelling","AL","Per thousand of the National CPI Total","A","Annual","2021","2021","_1000","Per thousand","0","Units",,,11.10167,,
"USA","United States","CPHPTT01","HICP: All items","GY","Percentage change on the same period of the previous year","A","Annual","2002","2002","PC","Percentage","0","Units",,,0.9,,
"USA","United States","CPHPTT01","HICP: All items","GY","Percentage change on the same period of the previous year","A","Annual","2003","2003","PC","Percentage","0","Units",,,2.3,,
"USA","United States","CPHPTT01","HICP: All items","GY","Percentage change on the same period of the previous year","A","Annual","2004","2004","PC","Percentage","0","Units",,,2.8,,
"USA","United States","CPHPTT01","HICP: All items","GY","Percentage change on the same period of the previous year","A","Annual","2005","2005","PC","Percentage","0","Units",,,3.9,,
"USA","United States","CPHPTT01","HICP: All items","GY","Percentage change on the same period of the previous year","A","Annual","2006","2006","PC","Percentage","0","Units",,,3.2,,
"USA","United States","CPHPTT01","HICP: All items","GY","Percentage change on the same period of the previous year","A","Annual","2007","2007","PC","Percentage","0","Units",,,2.6,,
"USA","United States","CPHPTT01","HICP: All items","GY","Percentage change on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.4,,
"USA","United States","CPHPTT01","HICP: All items","GY","Percentage change on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,-0.8,,
"USA","United States","CPHPTT01","HICP: All items","GY","Percentage change on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,2.6,,
"USA","United States","CPHPTT01","HICP: All items","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,3.9,,
"USA","United States","CPHPTT01","HICP: All items","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.2,,
"USA","United States","CPHPTT01","HICP: All items","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.3,,
"USA","United States","CPHPTT01","HICP: All items","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.3,,
"USA","United States","CPHPTT01","HICP: All items","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,-0.8,,
"USA","United States","CPHPTT01","HICP: All items","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.5,,
"USA","United States","CPHPTT01","HICP: All items","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.7,,
"USA","United States","CPHPTT01","HICP: All items","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.2,,
